title,gross,valence,arousal,dominance
How to Lose Friends & Alienate People ,2775593,0.507818179,0.496636358,0.491727278
The Merchant of Venice ,3752725,0.675000012,0.5,0.620000005
Deuce Bigalow: European Gigolo ,22264487,0.439500004,0.521999985,0.476500005
All the Queen's Men ,22723,0.875,0.691999972,0.860000014
A Prairie Home Companion ,20338609,0.718599987,0.289400005,0.500799996
Heaven's Gate ,1500000,0.763999999,0.336249996,0.605250016
Stay Alive ,23078294,0.637499996,0.386250012,0.5515
The Green Inferno ,7186670,0.340499997,0.581499994,0.398000002
TRON: Legacy ,172051787,0.791999996,0.528999984,0.827000022
Dick Tracy ,103738726,0.259000003,0.597000003,0.410000011
White Fang ,34793160,0.469500002,0.374249995,0.456999995
Alice Through the Looking Glass ,76846624,0.580000003,0.347666666,0.42233334
Warlock ,9094451,0.312000006,0.558000028,0.657000005
Unleashed ,24520892,0.479000002,0.774999976,0.559000015
Freaky Friday ,110222438,0.407000005,0.513000011,0.362499997
Out of Sight ,37339525,0.633000016,0.405000001,0.577499986
Black Mass ,62563543,0.398999996,0.379249997,0.386499994
The Canyons ,49494,0.467999995,0.731000006,0.634000003
Hall Pass ,45045037,0.502250001,0.329750001,0.430249996
Date Movie ,48546578,0.706666648,0.405666669,0.447666665
Sin City ,74098862,0.334250003,0.682750002,0.449000001
Funny People ,51814190,0.705333312,0.486666669,0.581666668
The Perfect Man ,16247775,0.759600008,0.572799999,0.780200011
The Ring Two ,75888270,0.640333315,0.408333326,0.52033334
The Bounty Hunter ,67061228,0.63533332,0.722666661,0.802999993
Red Dragon ,92930005,0.372999996,0.558666656,0.502000004
The Greatest ,115862,0.847000003,0.626999974,0.921999991
Lady in White ,1705139,0.756999989,0.296333333,0.51366666
Money Talks ,41067398,0.838499993,0.476999983,0.710500002
Dune ,27400000,0.458999991,0.172999993,0.414000005
House of 1000 Corpses ,12583510,0.485666677,0.365333334,0.452000002
G.I. Joe: The Rise of Cobra ,150167630,0.576333334,0.635666668,0.680333336
Wild Target ,117190,0.507000007,0.612999998,0.675249994
Zoom ,11631245,0.49000001,0.519999981,0.462000012
Men in Black II ,190418803,0.292999998,0.409499988,0.397999987
Open Season ,84303558,0.682222221,0.456222223,0.510888888
Hard Candy ,1007962,0.590499997,0.510750003,0.526250005
Killers ,47000485,0.041000001,0.971000016,0.542999983
Daddy Day Camp ,13235267,0.697249994,0.453749992,0.549749993
Rush Hour 2 ,226138454,0.456249997,0.578249998,0.475499995
The Longest Yard ,158115031,0.467999995,0.175999999,0.349000007
Friday ,27900000,0.624000013,0.411000013,0.340999991
Act of Valor ,70011073,0.729000012,0.596333335,0.666000009
Friday After Next ,32983713,0.624000013,0.411000013,0.340999991
Battle of the Year ,8888355,0.488800001,0.529600006,0.559399992
Sparkle ,24397469,0.759499997,0.591499999,0.55399999
Duets ,4734235,0.694000006,0.693000019,0.52700001
Escape from L.A. ,25407250,0.366000012,0.75999999,0.48300001
Kill List ,26297,0.274499997,0.608249992,0.566500001
The Pirates Who Don't Do Anything: A VeggieTales Movie ,12701880,0.557333325,0.575333337,0.500666668
For Your Consideration ,5542025,0.674333334,0.358,0.667666674
John Carter ,73058679,0.436999992,0.430999994,0.378999993
Bad Grandpa ,101978840,0.274499997,0.563250005,0.397
American Ninja 2: The Confrontation ,4000000,0.333333328,0.824666659,0.695333322
The Man from U.N.C.L.E. ,45434443,0.645666679,0.549333334,0.699000011
Step Up 3D ,42385520,0.520999998,0.335000008,0.359999999
The Counselor ,16969390,0.873000026,0.36500001,0.70599997
Daybreakers ,29975979,0.801999986,0.35800001,0.474000007
Finding Forrester ,51768623,0.784999996,0.512000009,0.621999979
Hot Rod ,13920741,0.484500006,0.529500008,0.464000002
Bulletproof Monk ,23020488,0.611000001,0.46450001,0.608999997
Annie Hall ,39200000,0.50999999,0.340000004,0.423999995
Percy Jackson & the Olympians: The Lightning Thief ,88761720,0.258499995,0.78550002,0.519000009
Book of Shadows: Blair Witch 2 ,26421314,0.566599989,0.376199998,0.450000003
Mr. Deeds ,126203320,0.519999981,0.319999993,0.592000008
Memento ,25530884,0.708000004,0.360000014,0.536000013
Focus ,53846915,0.689999998,0.381999999,0.648000002
Reindeer Games ,23360779,0.741000017,0.585666666,0.459999998
Aloha ,20991497,0.698000014,0.439999998,0.441000015
Lights Out ,56536016,0.770000011,0.399999999,0.592500001
Little Voice ,4595000,0.489499986,0.251499996,0.370499998
A Simple Plan ,16311763,0.731400001,0.351400003,0.548799992
Superman ,134218018,0.944999993,0.79400003,0.92900002
Clerks ,3151130,0.5,0.578999996,0.509000003
The 5th Quarter ,399611,0.494499996,0.489500001,0.458000004
One Day ,13766014,0.668666661,0.277666668,0.493000011
Martin Lawrence Live: Runteldat ,19184015,0.864000003,0.696999987,0.681666672
Vertical Limit ,68473360,0.379999989,0.385799998,0.428400004
21 Jump Street ,138447667,0.609499991,0.594500005,0.504500002
Broken City ,19692608,0.454500001,0.515500009,0.400500014
Trade of Innocents ,15059,0.700599992,0.372400004,0.468799996
Office Space ,10824921,0.571799999,0.357200003,0.6
Shallow Hal ,70836296,0.407499999,0.333000004,0.359500006
Flash of Genius ,4234040,0.684333324,0.610333323,0.647000005
Compliance ,318622,0.75,0.462000012,0.75
Lake Placid ,31768374,0.666999996,0.256499998,0.458000004
The Gunman ,10640645,0.166999996,0.921999991,0.68900001
3 Men and a Baby ,167780960,0.837000012,0.36500001,0.455000013
Ballistic: Ecks vs. Sever ,14294842,0.316777772,0.635222223,0.586777783
Abandon ,10719367,0.075333336,0.476666669,0.192333336
Mr. & Mrs. Smith ,186336103,0.676999986,0.333000004,0.528999984
A Lot Like Love ,21835784,0.807181819,0.453272722,0.553363632
Dracula Untold ,55942830,0.239999995,0.367000014,0.191
Stake Land ,18469,0.568599993,0.492799991,0.528800005
School for Scoundrels ,17803796,0.480333333,0.541666677,0.561666667
My Favorite Martian ,36830057,0.733500004,0.574499995,0.674499989
Sky High ,63939454,0.79400001,0.471333335,0.64866667
Born to Fly: Elizabeth Streb vs. Gravity ,21199,0.752999991,0.631249994,0.625249997
The Borrowers ,22359293,0.418500006,0.498000011,0.522500008
The Best Years of Our Lives ,23650000,0.729833335,0.499999995,0.566500003
The Nutcracker in 3D ,190562,0.63499999,0.377999991,0.522000015
Journey to the Center of the Earth ,101702060,0.732000008,0.369000003,0.547000006
Fun with Dick and Jane ,110332737,0.478666663,0.679,0.495666673
Insidious: Chapter 3 ,52200504,0.362999991,0.464999989,0.470499992
American Beauty ,130058047,0.858500004,0.607000023,0.645999998
Club Dread ,4992159,0.301000003,0.713999987,0.406142861
White Chicks ,69148997,0.729333341,0.336666663,0.441999992
Insidious: Chapter 2 ,83574831,0.362999991,0.464999989,0.470499992
The Road ,56692,0.666500002,0.426000014,0.450000003
Won't Back Down ,5308553,0.437999994,0.352999985,0.335999995
An Education ,12574715,0.808800006,0.345199996,0.760399997
Conan the Destroyer ,26400000,0.050249999,0.822249994,0.531499997
The Ugly Truth ,88915214,0.572000006,0.490600008,0.564200002
Black Christmas ,16235293,0.514999996,0.446333319,0.512333324
The Glass House ,17951431,0.596000016,0.263250001,0.444000006
Resurrecting the Champ ,3169424,0.780999998,0.73966668,0.824000001
Into the Woods ,127997349,0.543999985,0.225499995,0.368499994
Burlesque ,39440655,0.326999992,0.61500001,0.342999995
Knowing ,79948113,0.69933333,0.390999993,0.614333332
The Medallion ,22108977,0.75,0.50999999,0.709999979
The Ghost Writer ,15523168,0.443666657,0.616333336,0.517666658
Puss in Boots ,149234747,0.448666662,0.495666663,0.403666665
The Boss ,63034755,0.310000002,0.626999974,0.953999996
Gladiator ,187670866,0.5,0.833000004,0.865999997
Ice Princess ,24381334,0.644250005,0.438999988,0.39725
"Monsters, Inc. ",289907418,0.133000001,0.935000002,0.596000016
Terminator 3: Rise of the Machines ,150350192,0.446857146,0.524857138,0.622000005
San Andreas ,155181732,0.458999991,0.294,0.246000007
22 Jump Street ,191616238,0.609499991,0.594500005,0.504500002
On the Waterfront ,9600000,0.716000021,0.273999989,0.555999994
Lucky Break ,54606,0.784999996,0.4375,0.581499994
Driving Lessons ,238774,0.664499998,0.633000016,0.652999997
Pi ,3216970,0.469000012,0.264999986,0.400000006
Trust the Man ,1530535,0.736400008,0.540600002,0.717600006
The Spy Who Loved Me ,46800000,0.833499998,0.552833329,0.628833324
Movie 43 ,8828771,0.757999986,0.493000001,0.471499994
Hannibal Rising ,27667947,0.708499998,0.597499996,0.720499992
Suspect Zero ,8712564,0.152999997,0.752499998,0.480499998
Crimson Tide ,91400000,0.606000006,0.483666658,0.494666666
Maximum Risk ,14095303,0.481999986,0.769999981,0.644999996
Nowhere to Run ,22189039,0.636000007,0.82249999,0.492499992
The Last Station ,6615578,0.746000022,0.45100002,0.631999999
Jarhead ,62647540,0.407999992,0.529999971,0.463999987
The Good Thief ,3517797,0.716799998,0.488800001,0.610799986
The Flintstones in Viva Rock Vegas ,35231365,0.5845,0.336249996,0.544499986
The Game of Their Lives ,375474,0.84460001,0.702399993,0.605800003
Match Point ,23089926,0.55399999,0.551750001,0.479500003
The Rite ,33037754,0.377999991,0.569999993,0.606000006
The Four Feathers ,18306166,0.555666655,0.258666664,0.246999994
The Astronaut Farmer ,10996440,0.734499991,0.516500011,0.612499982
The Last Dragon ,33000000,0.672500014,0.678000003,0.728500009
"Crazy, Stupid, Love. ",84244877,0.592000001,0.589999997,0.46333333
Lethal Weapon 4 ,129734803,0.105000002,0.819999993,0.787999988
Begin Again ,16168741,0.776666661,0.541333338,0.640333354
Legally Blonde ,95001351,0.678142854,0.449571431,0.716714297
The Book Thief ,21483154,0.581749991,0.429000007,0.515500002
Don't Be Afraid of the Dark ,24042490,0.132249998,0.580749989,0.383000001
Breaking Upwards ,76382,0.708666662,0.395000001,0.542666674
Seeking a Friend for the End of the World ,6619173,0.586444442,0.441111108,0.512555556
About Time ,15294553,0.620000005,0.316249996,0.55400002
The Adjustment Bureau ,62453315,0.577249989,0.439999998,0.669249997
Buffalo '66 ,2365931,0.469000012,0.527999997,0.52700001
Katy Perry: Part of Me ,25240988,0.44924999,0.389249995,0.375249997
Ransom ,136448821,0.582000017,0.800000012,0.564999998
Whale Rider ,20772796,0.499333332,0.580666661,0.540333331
Last Orders ,2326407,0.809333324,0.356666669,0.74000001
The Road to El Dorado ,50802661,0.666500002,0.426000014,0.450000003
Ride Along ,134141530,0.75,0.559499994,0.546000004
The Princess Diaries ,108244774,0.791500002,0.424499989,0.541999996
The Masked Saint ,123777,0.629999995,0.388833341,0.542666674
Lone Survivor ,125069696,0.374999995,0.393333331,0.473333339
Pitch Perfect ,64998368,0.79400001,0.548999995,0.756333341
The Players Club ,23031390,0.642,0.611999989,0.542666674
High Fidelity ,27277055,0.72966667,0.586666663,0.751333336
Winged Migration ,10762178,0.528750002,0.508749999,0.481999993
Half Past Dead ,15361537,0.337000003,0.51099999,0.367000002
Toy Story 3 ,414984497,0.765500009,0.412999988,0.489500001
Smiling Fish & Goat on Fire ,277233,0.659000003,0.557222221,0.538111104
The Family Man ,75764085,0.726250008,0.507749997,0.68500001
Tropic Thunder ,110416702,0.570600009,0.613399994,0.536600006
It Follows ,14673301,0.656500012,0.498500004,0.53050001
Gentlemen Broncos ,113155,0.5,0.50999999,0.47299999
Pooh's Heffalump Movie ,18081626,0.757999986,0.493000001,0.471499994
Holes ,67325559,0.531000018,0.310000002,0.330000013
8 Heads in a Duffel Bag ,3559990,0.520249993,0.353500001,0.474500015
Tomorrow Never Dies ,125332007,0.220999999,0.613999985,0.353749998
An American Haunting ,16298046,0.275999993,0.703500003,0.547999978
Metropolitan ,2938208,0.386999995,0.407999992,0.72299999
Black Snake Moan ,9396487,0.278999996,0.593199998,0.460600001
Dream House ,21283440,0.7852,0.266199997,0.463599998
Man on Wire ,2957978,0.550833339,0.460833336,0.551666672
Harriet the Spy ,26539321,0.25999999,0.68599999,0.529999971
10 Things I Hate About You ,38176108,0.230599999,0.582599998,0.384399998
Stand by Me ,52287414,0.601999998,0.320500001,0.467000008
Cold Mountain ,95632614,0.51285714,0.499999996,0.506714284
Best in Show ,18621249,0.647499979,0.655500025,0.604999989
3 Strikes ,9821335,0.43933333,0.774000009,0.679666658
The Bourne Identity ,121468960,0.654999991,0.388999999,0.59799999
Jackass: The Movie ,64267897,0.567999989,0.559333324,0.407333334
Serial Mom ,7881335,0.631999999,0.380333334,0.567999999
Running with Scissors ,6754898,0.576666673,0.702333331,0.42899999
Hedwig and the Angry Inch ,3029081,0.301500004,0.578499988,0.451999992
The Girl with the Dragon Tattoo ,102515793,0.590333343,0.665000002,0.559999992
Silver Linings Playbook ,132088910,0.574833329,0.376666675,0.449000001
Saving Silverman ,19351569,0.73633333,0.36666667,0.636999985
The Hundred-Foot Journey ,54235441,0.691,0.427000001,0.437249996
I Want Your Money ,425899,0.758333325,0.560999999,0.672666669
State of Play ,36965395,0.773999989,0.625249997,0.585000001
The Simpsons Movie ,183132370,0.757999986,0.493000001,0.471499994
Doug's 1st Movie ,19421271,0.757999986,0.493000001,0.471499994
Bloody Sunday ,768045,0.403500011,0.553000011,0.456
Out of the Furnace ,11326836,0.42899999,0.528999984,0.5
After Earth ,60522097,0.6875,0.271499991,0.566000015
Bran Nue Dae ,110029,0.688000023,0.432999998,0.48300001
Big ,114968774,0.801999986,0.588,0.811999977
Dear Wendy ,23106,0.879999995,0.433999985,0.629000008
Hamlet 2 ,4881867,0.573000014,0.270000011,0.397000015
28 Weeks Later ,28637507,0.540749989,0.285999998,0.375749998
The Juror ,44834712,0.582000017,0.639999986,0.75
The Robe ,36000000,0.593999982,0.216000006,0.298000008
Silent Hill: Revelation 3D ,17529157,0.672428578,0.457999996,0.557142867
Concussion ,34531832,0.071999997,0.708000004,0.481999993
The Legend of the Lone Ranger ,8000000,0.452750009,0.373500001,0.515000001
Inside Out ,356454367,0.618499994,0.482999995,0.611000001
The Rookie ,75597042,0.583000004,0.370000005,0.197999999
Love in the Time of Cholera ,4584886,0.724100002,0.476299995,0.596600008
Regression ,54734,0.289666663,0.458666662,0.329000006
Gods and Monsters ,6390032,0.545999999,0.583666672,0.690333327
Spider-Man ,403706375,0.485200006,0.582599998,0.579000008
Fabled ,25918,0.643999994,0.462499991,0.467000008
Naked Gun 33 1/3: The Final Insult ,51109400,0.333000001,0.594199996,0.505599996
The Magic Sword: Quest for Camelot ,22717758,0.705999993,0.670750007,0.607750013
Poolhall Junkies ,562059,0.259999998,0.727500021,0.353
Magic Mike ,113709992,0.761666656,0.559666673,0.532000015
The Words ,11434867,0.638333321,0.323666667,0.514333328
Indiana Jones and the Temple of Doom ,179870271,0.241999996,0.59133333,0.467666676
Stuart Little 2 ,64736114,0.38499999,0.159999996,0.213
Random Hearts ,31054924,0.652666678,0.510833328,0.531333337
Love & Other Drugs ,32357532,0.652999999,0.615125,0.548124999
Delivery Man ,30659817,0.660250008,0.527249999,0.720750012
The Hurt Locker ,15700000,0.189500002,0.632750005,0.342000004
Need for Speed ,43568507,0.585199994,0.626599997,0.559200004
Spy Kids 3-D: Game Over ,111760631,0.685000002,0.614166667,0.44766666
Howard the Duck ,16295774,0.468999997,0.455000013,0.265000001
Imagine That ,16088610,0.729166657,0.485166664,0.547666674
Dawn of the Planet of the Apes ,208543795,0.698199999,0.363399997,0.563599998
"It's a Mad, Mad, Mad, Mad World ",46300000,0.345749993,0.670750007,0.440499999
Extremely Loud & Incredibly Close ,31836745,0.500999998,0.565900002,0.628
The Hunchback of Notre Dame ,100117603,0.451000005,0.434999987,0.379500002
Aquamarine ,18595716,0.728999972,0.305999994,0.412999988
Muppets Most Wanted ,51178893,0.715499997,0.537500009,0.595499992
Walking Tall ,45860039,0.692000012,0.494333337,0.589666665
Jersey Girl ,25266129,0.666999996,0.444500014,0.427000001
Doctor Dolittle ,144156464,0.738000005,0.50500001,0.851000011
The Prophecy ,16115878,0.746999979,0.691999972,0.75
Splash ,69800000,0.521000028,0.412,0.280999988
Touching the Void ,4581222,0.533250008,0.364750002,0.370000005
A Lego Brickumentary ,100240,0.600000024,0.294,0.188999996
Schindler's List ,96067179,0.482999995,0.266499996,0.417000011
Blue Crush ,40118420,0.354400006,0.487,0.37420001
The Open Road ,19348,0.663428571,0.473857147,0.526571427
The Indian in the Cupboard ,35617599,0.552999973,0.200000003,0.30399999
He Got Game ,21554585,0.815500021,0.710500002,0.491999999
Next Stop Wonderland ,3386698,0.334000006,0.445999995,0.4815
Gods of Egypt ,31141074,0.752499998,0.408000007,0.737499982
She's Out of My League ,31584722,0.656000018,0.340000004,0.462000012
The Limey ,3193102,0.469000012,0.347000003,0.414999992
World's Greatest Dad ,221210,0.690999992,0.511249989,0.688249998
30 Minutes or Less ,37053924,0.423500001,0.259500004,0.235500004
Time Bandits ,42365600,0.514800003,0.412199998,0.55660001
Epic Movie ,39737645,0.790999989,0.566333334,0.590999991
The Virgin Suicides ,4859475,0.407399988,0.685200006,0.462599993
Atlas Shrugged: Who Is John Galt? ,830210,0.433666666,0.327999999,0.386333336
Albino Alligator ,326308,0.427000001,0.471999995,0.501499996
Red Riding Hood ,37652565,0.456833328,0.529666662,0.438500002
The Ghost and the Darkness ,38553833,0.208799994,0.613399994,0.412
Evan Almighty ,100289690,0.938000023,0.874000013,0.958000004
The Count of Monte Cristo ,54228104,0.508666654,0.364000003,0.461000005
Ready to Rumble ,12372410,0.615,0.554666678,0.653666655
Three to Tango ,10544143,0.637499988,0.392499998,0.403500006
An Ideal Husband ,18535191,0.736000001,0.457666665,0.693333328
Hollywood Ending ,4839383,0.281333332,0.404666672,0.430000007
The Lost Skeleton of Cadavra ,110536,0.191,0.563499987,0.245499998
An Alan Smithee Film: Burn Hollywood Burn ,15447,0.358500004,0.659249991,0.458499998
The Apparition ,4930798,0.405999988,0.573000014,0.635999978
The Good German ,1304837,0.750666663,0.390999998,0.624666651
Eight Below ,81593527,0.540000021,0.199000001,0.314999998
Hotel Rwanda ,23472900,0.74000001,0.370000005,0.407000005
The Vatican Tapes ,1712111,0.531000018,0.27700001,0.254000008
Sinister 2 ,27736779,0.125,0.896000028,0.58099997
The Big Short ,70235322,0.529799995,0.384600002,0.393600002
The Grace Card ,2428241,0.727750018,0.349999994,0.468249992
Harry Potter and the Prisoner of Azkaban ,249358727,0.319,0.539249994,0.417749994
The Perfect Host ,48430,0.85133334,0.562333326,0.78033334
Autumn in New York ,37752931,0.80733333,0.40533334,0.540000002
Cutthroat Island ,11000000,0.427500002,0.585000008,0.547499999
Antarctic Edge: 70° South ,4914,0.49333333,0.376333326,0.42233333
The Story of Us ,27067160,0.652999997,0.405999988,0.703999996
What's Your Number? ,13987482,0.440666656,0.278333336,0.464333326
The Faculty ,40064955,0.629000008,0.421499997,0.745999992
My Best Friend's Girl ,19151864,0.873000011,0.473250002,0.559749998
Beyond the Sea ,6144806,0.833000004,0.352999985,0.588999987
Æon Flux ,25857987,0.47299999,0.472000003,0.451000005
Project X ,54724272,0.68933334,0.508666674,0.790000002
Bridge to Terabithia ,82234139,0.625,0.324000001,0.518999994
Bright Star ,4440055,0.864250004,0.522250019,0.629000001
The Amazing Spider-Man 2 ,202853933,0.669200006,0.693699998,0.661900002
All the Real Girls ,548712,0.729499996,0.541000009,0.579999998
The Curse of the Were-Rabbit ,56068547,0.228250001,0.673250012,0.363750003
The Odd Life of Timothy Green ,51853450,0.578249991,0.432500005,0.53475
The Core ,31111260,0.721000016,0.377999991,0.540000021
The Messenger: The Story of Joan of Arc ,14131298,0.632999996,0.409333328,0.533333331
Harry Potter and the Goblet of Fire ,289994397,0.489399999,0.582800001,0.550399989
The Mask of Zorro ,93771072,0.464999994,0.503666679,0.432000001
Being John Malkovich ,22858926,0.561999977,0.381999999,0.326999992
On Her Majesty's Secret Service ,22800000,0.564499997,0.474124998,0.593375001
Wonder Boys ,19389454,0.890800011,0.67560001,0.731199992
Fever Pitch ,42071069,0.357500017,0.55250001,0.414499998
Courage Under Fire ,58918501,0.578999989,0.762500003,0.791499987
The Little Prince ,1339152,0.686333338,0.388000002,0.615333339
The Adventures of Huck Finn ,24103594,0.869749993,0.839499995,0.762249991
Without a Paddle ,58156435,0.56099999,0.375,0.393000007
Blue Like Jazz ,594904,0.685000007,0.348857135,0.439714283
The Boy ,35794166,0.646000028,0.39199999,0.444999993
Good Luck Chuck ,35000629,0.815333327,0.425833335,0.62349999
This Christmas ,49121934,0.958999991,0.519999981,0.740999997
The Equalizer ,101530738,0.711833328,0.316833332,0.523666675
The Hotel New Hampshire ,5100000,0.799000005,0.460666676,0.525666674
Clear and Present Danger ,122012710,0.59525,0.552916661,0.628416667
An American Carol ,7001720,0.75999999,0.415999994,0.463499993
The Terminal ,77032279,0.300250009,0.494749993,0.551500008
Red Tails ,49875589,0.386999995,0.359200001,0.376800007
The Good Dinosaur ,123070338,0.788800001,0.437199998,0.641399992
The Town ,92173235,0.550999999,0.298999995,0.626999974
Town & Country ,6712451,0.624500006,0.346499994,0.659999996
The Whole Ten Yards ,16323969,0.56099999,0.264333328,0.442333341
The Tailor of Panama ,13491653,0.622999996,0.373000011,0.507999986
Starsky & Hutch ,88200225,0.38499999,0.453000009,0.519999981
Catch That Kid ,16702864,0.648000002,0.560600001,0.473599994
Drinking Buddies ,342936,0.706249982,0.562999994,0.464499995
Identity Thief ,134455175,0.513249993,0.513750002,0.55924999
3000 Miles to Graceland ,15738632,0.521000028,0.416999996,0.456
Ocean's Twelve ,125531634,0.684333344,0.307666669,0.562000016
Divine Secrets of the Ya-Ya Sisterhood ,69586544,0.591777775,0.508666661,0.608111107
The Other Dream Team ,133778,0.817749992,0.338249996,0.4705
Porky's ,105500000,0.233999997,0.48300001,0.333000004
The Adventures of Tintin ,77564037,0.869749993,0.839499995,0.762249991
Bully ,510092,0.256999999,0.754999995,0.56400001
Fireproof ,33451479,0.684000015,0.67900002,0.72299999
Cheaper by the Dozen 2 ,82569532,0.583000004,0.342999995,0.425000012
A Bridge Too Far ,50800000,0.625,0.324000001,0.518999994
Legends of Oz: Dorothy's Return ,8460990,0.719500005,0.465499997,0.6065
Body of Lies ,39380442,0.344000002,0.630000005,0.386666665
Beyond the Black Rainbow ,56129,0.584750004,0.421499997,0.414999999
Kill Bill: Vol. 1 ,70098138,0.233499996,0.695749998,0.659250006
The Sisterhood of the Traveling Pants ,39008741,0.770999998,0.534666662,0.542500004
The Santa Clause 2 ,139225854,0.554666668,0.374666671,0.527333339
Faithful ,2104000,0.85133334,0.326333334,0.663999995
Shutter Island ,127968405,0.468000002,0.363499999,0.457000002
Get on the Bus ,5731103,0.573500007,0.502499998,0.533500001
Election ,14879556,0.634666661,0.484333336,0.645000021
Fury ,85707116,0.061999999,0.875,0.675999999
Ice Age: Dawn of the Dinosaurs ,196573705,0.507888897,0.375666661,0.397222223
Eddie: The Sleepwalking Cannibal ,1521,0.238666666,0.70266666,0.470999996
Over Her Dead Body ,7563670,0.296333338,0.58799999,0.439666669
Poltergeist III ,14114488,0.270999998,0.783999979,0.54400003
Mean Creek ,603943,0.474399996,0.464200002,0.480600005
The Land Before Time ,48092846,0.614624999,0.390124995,0.550000012
The Prince and Me ,28165882,0.837000012,0.502000004,0.816500008
American Outlaws ,13264986,0.254999995,0.662,0.481999993
One Direction: This Is Us ,28873374,0.670285702,0.388142858,0.655000005
Out of Time ,40905277,0.620000005,0.316249996,0.55400002
Inception ,292568851,0.603999972,0.425000012,0.56099999
Hoodwinked Too! Hood vs. Evil ,10134754,0.234333329,0.677000006,0.430000007
Pitch Black ,39235088,0.369000008,0.416666657,0.420333326
The Lords of Salem ,1163508,0.594499975,0.341499999,0.732500017
Someone Like You... ,27338033,0.750750005,0.43074999,0.512499996
The Watch ,34350553,0.458500013,0.417999998,0.54900001
Small Soldiers ,53955614,0.466999993,0.456500001,0.444000002
Paranormal Activity 2 ,84749884,0.651999998,0.730800009,0.731599998
Captain America: Civil War ,407197282,0.578333336,0.469166666,0.754000008
The Hudsucker Proxy ,2869369,0.521000028,0.407999992,0.519999981
The Witch ,25138292,0.291999996,0.709999979,0.47299999
Dudley Do-Right ,9694105,0.772333344,0.393666665,0.770999988
The Best Exotic Marigold Hotel ,46377022,0.789999992,0.540500015,0.567000002
Soldier ,14567883,0.39199999,0.708000004,0.768000007
Flight of the Intruder ,14587732,0.283333341,0.701666673,0.463666668
Splice ,16999046,0.386000007,0.460000008,0.377000004
Caravans ,1000000,0.63499999,0.559000015,0.455000013
Jack and Jill ,74158157,0.488499999,0.424999997,0.473000005
Straight Outta Compton ,161029270,0.666999996,0.298000008,0.66900003
Seed of Chucky ,17016190,0.693500012,0.202,0.362000003
Big Trouble in Little China ,11100000,0.350166661,0.580499987,0.447833324
The To Do List ,3447339,0.482999995,0.266499996,0.417000011
Fatal Attraction ,156645693,0.553857152,0.714428561,0.677142859
Christmas with the Kranks ,73701902,0.958999991,0.519999981,0.740999997
Mud ,21589307,0.333000004,0.25999999,0.185000002
Gosford Park ,41300105,0.796499997,0.406000003,0.461999997
Prince of Persia: The Sands of Time ,90755643,0.672750011,0.3565,0.566250011
Ride with the Devil ,630779,0.502,0.644499995,0.515250005
The SpongeBob SquarePants Movie ,85416609,0.757999986,0.493000001,0.471499994
The Hobbit: The Battle of the Five Armies ,255108370,0.412599999,0.641600004,0.622999996
Adore ,317125,0.898249984,0.568999998,0.634750001
Rain Man ,172825435,0.619750008,0.509000003,0.606750011
Idle Hands ,4002955,0.387500007,0.323000006,0.293499999
The Little Vampire ,13555988,0.327999994,0.480999991,0.379000008
Mars Attacks! ,37754208,0.309999996,0.770400012,0.543800011
We're No Angels ,10555348,0.916500002,0.228000008,0.68599999
The Newton Boys ,10297897,0.646000028,0.39199999,0.444999993
Star Trek ,257704099,0.69933334,0.489666671,0.526333342
Die Hard 2 ,117541000,0.162199996,0.673399985,0.473799998
In the Bedroom ,35918429,0.744000018,0.296000004,0.490999997
Escape from Tomorrow ,169719,0.508000006,0.632333328,0.457666675
What Happens in Vegas ,80276912,0.611000001,0.510666668,0.513333331
The Debt ,31146570,0.203999996,0.59799999,0.335999995
Night at the Museum: Battle of the Smithsonian ,177243721,0.543999994,0.550200003,0.560399997
A Home at the End of the World ,1029017,0.506749993,0.388375003,0.475750003
The Host ,26616999,0.693000019,0.470999986,0.537
The Singles Ward ,1250798,0.437666665,0.321,0.326333334
My Blueberry Nights ,866778,0.642333329,0.330333332,0.414333344
Mandela: Long Walk to Freedom ,8324748,0.692999995,0.444599998,0.647799993
Meet the Fockers ,279167575,0.754999995,0.539499998,0.596499979
Collateral ,100003492,0.531000018,0.421999991,0.717000008
Pushing Tin ,8406264,0.427333335,0.54066666,0.490666663
War of the Worlds ,234277056,0.360666657,0.632666667,0.590666662
Home Alone ,285761243,0.620749995,0.263500005,0.421750005
Sugar Hill ,18272447,0.755500019,0.367499992,0.460000008
The Bounty ,8600000,0.806999981,0.675500005,0.796000004
Parental Guidance ,77264926,0.778249979,0.444499992,0.720249996
Alvin and the Chipmunks: The Road Chip ,85884815,0.547800004,0.449599999,0.422799999
Veronica Guerin ,1569918,0.593999982,0.398999989,0.40200001
Whiplash ,13092000,0.256999999,0.75999999,0.5
Away We Go ,9430988,0.50999999,0.441000015,0.444000006
Friday the 13th: A New Beginning ,21300000,0.7685,0.507833342,0.572000012
Filly Brown ,2833383,0.4375,0.383000009,0.406000003
Awake ,14373825,0.666999996,0.469000012,0.740999997
American Splendor ,6003587,0.926999986,0.611999989,0.850000024
The Legend of God's Gun ,243768,0.622250002,0.563750006,0.734499991
Scooby-Doo 2: Monsters Unleashed ,84185387,0.306000002,0.854999989,0.577500015
Hannah Montana: The Movie ,79566871,0.757999986,0.493000001,0.471499994
Ice Age: Continental Drift ,161317423,0.412888894,0.384111105,0.380777778
